Name,Address,"Address 2",City,Province/State,Country,"Postal/Zip Code",Phone,Fax,Email,Website,Hours,Latitude,Longitude,"Store Group","Click and Collect (Y/N)","Dealer (Y/N)","Rental Station (Y/N)","Service Center (Y/N)"
"HB Zero ","Via Cesare Battisti 61",,"Costa Volpino BG",Bergamo,IT,24062,"+39 3356557739 ",,hbzerobike@gmail.com,https://www.hbzerosrl.it/,"Monday - Friday: 8:30 - 12:30 & 14:00 - 19:30
Saturday: 8:30 - 18:30 ",45.823665,10.108221,Dealer,N,Y,N,Y
"Die Fahrradprofis","Wangener Straße 17",,Ravensburg,Baden-Wuerttemberg,DE,88212,"+49 751 362994 0",,shop@fahrradprofis.de,https://www.fahrradprofis.de/,"Montag - Freitag: 10:00 - 18:00 Uhr
Samstag: 9:00 - 16:00 Uhr",47.777171,9.619251,Dealer,N,Y,N,Y
"BIKE POINT JENA-OST","Breite Straße 2","Ecke K.-Liebknecht-Straße",Jena,Thüringen,DE,07749,"+49 3641 827110",,mail@bike-point-jena.de,https://bike-point-jena.de/,"Montag - Freitag: 10:00 - 18:00 Uhr
Samstag: 10:00 - 13:00 Uhr",50.932170,11.605501,Dealer,N,Y,N,Y
"HM Racing","Hauptstra0e 120",,Hage,Niedersachsen,DE,26524,"+49 4931 9301115",,info@powerformx.de,http://powerformx.de/,"Montag, Dienstag, Mittwoch & Freitag: 9:00 - 12:00 & 14:00 - 17:00 Uhr
Donnerstag: 9:00 - 12:00 & 14:00 - 19:00 Uhr
Samstag: 9:00 - 12:00 Uhr",53.603031,7.276639,Dealer,Y,Y,N,N
"RADWerk Görlitz","Heilige-Grab-Straße 26",,Görlitz,Sachsen,DE,"02826 ","+49 3581 4298990",,epost@radwerk-goerlitz.de,https://www.radwerk.online/,"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 9:00 - 12:00 Uhr",51.159704,14.977407,Dealer,N,Y,N,Y
"Rad-Konzept Mario Johannsohn","Ernst-Thälmann-Straße 125",,Senftenberg,Brandenburg,DE,01968,"+49 35738100811",,radkonzept-senftenberg@web.de,,"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 9:00 - 12:00 Uhr",51.522387,13.981763,Dealer,N,Y,N,Y
"Radsport Claassen","Judenstraße 24",,Kempen,Nordrhein-Westfalen,DE,47906,"+49 2152 3398",,info@radsport-claassen.de,https://radsport-claassen.de/,"Montag - Freitag: 9:00 - 13:00 & 14:00 - 18:30 Uhr
Samstag: 10:00 - 14:00 Uhr",51.364809,6.419228,Dealer,Y,Y,N,Y
"MTB Store","Langwahn 100",,Eschweiler,Nordrhein-Westfalen,DE,52249,"+49 240322497",,info@mtb-store.de,https://www.mtb-store.de/,"Montag, Mittwoch & Freitag: 13:00 - 18:00 Uhr
Samstag: 10:00 - 13:00 Uhr",50.816293,6.259344,Dealer,N,Y,N,Y
"Zweirad Nübling","Rudolf Diesel Straße 9",,Denzlingen,Baden-Wuerttemberg,DE,79211,"+49 7666 5078",,info@zweirad-nuebling.de,https://www.zweirad-nuebling.de/,"Montag, Dienstag, Donnerstag & Freitag: 8:00 - 12:30 & 14:00 - 18:00 Uhr
Mittwoch: 8:00 - 12:30 Uhr
Samstag: 9:00 - 13:00 Uhr",48.075166,7.883081,Dealer,N,Y,N,N
"Radwelt Main-Tauber","Wilhelm-Frank-Straße 82",,"Bad Mergentheim",Baden-Wuerttemberg,DE,97980,"+49 7931 520 21",,info@radwelt-mt.de,https://www.radwelt-main-tauber.de/,"Montag: geschlossen
Dienstag - Freitag: 9:00 -13:00 & 14:00 - 18:00 Uhr
Samstag: 9:00 - 13:00 Uhr",49.497884,9.759237,Dealer,Y,Y,N,Y
"Bikes Only","Jakob-Krebs-Straße 124g",,Willich-Anraht,Nordrhein-Westfalen,DE,4787,"+49 2156 915370",,info@bikesonlywillich.de,https://www.bikesonlywillich.de/,"Montag - Freitag: 9:30 - 18:00 Uhr
Samstag: 9:30 - 14:00 Uhr",51.284239,6.451372,Dealer,Y,Y,N,Y
"Kraft Rad GmbH","Roitzheimer Straße 113",,Euskirchen,,DE,53879,"+49 2251 2758",,euskirchen@zweirad-kraft.de,https://www.zweirad-kraft.de/,"Montag - Freitag: 10:00 - 19:00 Uhr
Samstag: 10:00 -17:00 Uhr",50.652993,6.799947,Dealer,Y,Y,N,Y
"Kraft Rad GmbH","Ernst-Heinrich-Geist-Straße 7",,Frechen,Nordrhein-Westfalen,DE,50226,"+49 2234 911930",,frechen@zweirad-kraft.de,https://www.zweirad-kraft.de/,"Montag - Freitag: 10:00 - 19:00 Uhr
Samstag: 10:00 -17:00 Uhr",50.908724,6.820961,Dealer,Y,Y,N,Y
"Radsport Borens","Aegidienberger Straße 1",,"Bad Honnef",Nordrhein-Westfalen,DE,53604,"+49 2224820750",,verkauf@radsport-borens.de,https://www.radsport-borens.de/,"Montag, Dienstag, Donnerstag & Freitag: 9:30 - 13:00 & 14:30 - 18:30 Uhr
Mittwoch: 9:30 - 13:00 Uhr
Samstag: 9:30 - 14:00 Uhr",50.652518,7.301716,Dealer,N,Y,N,Y
"eBike Welt Hanau","Johann-Carl-Koch-Straße 7",,Hanau,Hessen,DE,63452,"+49 6181 911 99 0",,office@ebikewelthanau.de,https://ebikewelthanau.de/,"Montag: geschlossen
Dienstag - Freitag: 10:00 - 19:00 Uhr
Samstag: 10:00 -15:00 Uhr",50.145773,8.941646,Dealer,Y,Y,N,Y
"Zweirad Stephan","Untere Hauptstraße 1a",,Thalheim,Sachsen,DE,09380,"+49 3721 84484",,stephan-thalheim@t-online.de,https://zweirad-stephan.de/de/,"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 9:00 - 12:00 Uhr (ausgenommen September bis Februar)",50.703204,12.853124,Dealer,N,Y,N,Y
"Zweirad Käppner","Friedrichstraße 34",,Neundorf,Sachsen-Anhalt,DE,39418,"+49 3925 378951",,,,"Montag - Freitag: 9:00 - 18:00 Uhr",51.819118,11.574590,Dealer,N,Y,N,Y
"Zweirad Sebold","Duisburger Straße 147",,"Mühlheim an der Ruhr",Nordrhein-Westfalen,DE,45479,"+49 208 425232",,info@zweirad-sebold.de,https://www.zweirad-sebold.de/,"Montag: geschlossen
Dienstag - Freitag: 9:00 - 13:00 & 14:00 - 18:30 Uhr
Samstag: 9:00 - 13:00 Uhr",51.426785,6.859285,Dealer,N,Y,N,Y
"Waterkant eBikes GmbH","Maurerstraße 3",,"Buchholz i.d.N.",Niedersachsen,DE,21244,"+49 41819284870",,nordheide@emotion-ebikes.de,https://emotion-technologies.de/nordheide/,"Montag: geschlossen
Dienstag - Freitag: 10:00 - 18:30 Uhr
Samstag: 10:00 - 14:00 Uhr",53.346374,9.859527,Dealer,N,Y,N,N
"e-motion e-Bike Welt Stade - Altes Land","Hansestraße 32",,Stade,Niedersachsen,DE,21682,"+49 4141 4263130",,stade@emotion-ebikes.de,https://emotion-technologies.de/stade/,"Montag: geschlossen
Dienstag - Freitag: 10:00 - 18:30 Uhr
Samstag: 10:00 - 14:00 Uhr",53.609490,9.476110,Dealer,Y,Y,N,N
"vit:bikes Hann.Münden","Veckerhäger Str. 30",,Hann.Münden,Niedersachsen,DE,34346,"+49 5541 98250",,info@schelp.de,https://schelp.de/,"Montag - Freitag:	8:30 - 18:00 Uhr
Samsatag: 8:30 - 13:00 Uhr",51.420138,9.644543,Dealer,N,Y,N,N
"vit:bikes Erding","Franz-Brombach-Straße 11",,Erding,Bayern,DE,84435,"+49 8122 9419481",,erding@vitbikes.de,http://www.vitbikes.de,"Montag: geschlossen
Dienstag - Freitag: 10:00 - 18:00 Uhr
Samstag: 10:00 - 15:00 Uhr",48.312868,11.890701,Dealer,N,Y,N,Y
"Lili´s Radl-Laden","Martin-Luther-Straße 25",,Hersbruck,Bayern,DE,91217,"+49 9151 9050580",,info@lilis-radlladen.de,http://www.lilis-radlladen.de,"Montag - Freitag: 10:00 - 18:00 Uhr
Samstag: 10:00 - 13:00 Uhr
In den Wintermonaten: Mittwochs nur bis 13:00 Uhr",49.508139,11.431643,Dealer,N,Y,N,Y
"Zweirad-Center Van de Stay GmbH","An St. Sebastian 40",,Nettetal,Nordrhein-Westfalen,DE,41334,"+49 2153 405405",,lobberich@van-de-Stay.de,http://www.van-de-stay.de/,"Montag, Dienstag, Donnerstag & Freitag: 9:00 - 13:00 & 14:00 - 18:00 Uhr
Mittwoch & Samstag: 9:00 - 13:00 Uhr
",51.308810,6.272850,Dealer,N,Y,N,Y
"Zweirad-Center Van de Stay GmbH","Ostwall 10",,Straelen,Nordrhein-Westfalen,DE,47638,"+49 2834 91888",,fahrrad@van-de-Stay.de,http://www.van-de-stay.de/,"Montag, Dienstag, Donnerstag & Freitag: 9:00 - 13:00 & 14:00 - 18:00 Uhr
Mittwoch & Samstag: 9:00 - 13:00 Uhr",51.445974,6.267811,Dealer,N,Y,N,Y
"Jonito Bikes","Taschenmacherstr. 12",,Lübeck,Schleswig-Holstein,DE,23556,"+49 451 79 08 47 15 0",,info@jonito.com,http://www.jonito.com,"Montag: geschlossen
Dienstag - Freitag: 12:00 - 18:00 Uhr
Samstag: geschlossen",53.867656,10.605456,Dealer,N,Y,N,N
"Die Bike Company","Bundesstraße 38a",,Brietlingen,Niedersachsen,DE,21382,"+49 4133 2022 368",,info@die-bike-company.de,http://www.die-bike-company.de,"Montag, Dienstag, Donnerstag & Freitag: 10:00 - 18:00 Uhr
Mittwoch: geschlossen
Samstag: 10:00 - 15:00 Uhr",53.328201,10.443659,Dealer,Y,Y,N,N
Drahteisel,"Hauptstraße 23",,Rosental,Steiermark,AT,8582,"+43 3142 26881",,rad@drahteisel.at,https://drahteisel.at/,"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 9:00 - 12:00 Uhr",47.052040,15.125746,Dealer,N,Y,N,Y
"Little John Bikes Berlin-Steglitz","Rheinstraße 41",,Berlin,Berlin,DE,12161,"+49 30 85408950",,be10@littlejohnbikes.com,https://littlejohnbikes.de,,52.465130,13.329467,Dealer,N,Y,N,Y
"Little John Bikes Berlin-Kreuzberg","Hasenheide 61",,Berlin,Berlin,DE,10967,"+49 30 61203765",,be3@littlejohnbikes.com,https://littlejohnbikes.de,,52.488683,13.408413,Dealer,N,Y,N,Y
"Little John Bikes Berlin-Mariendorf","Mariendorfer Damm 433",,Berlin,Berlin,DE,12107,"+49 30 70072707",,be5@littlejohnbikes.co,https://littlejohnbikes.de,,52.416350,13.400501,Dealer,N,Y,N,Y
"Little John Bikes Berlin-Friedrichshain","Frankfurter Allee 71-77",,Berlin,Berlin,DE,10247,"+49 30 42804516",,be6@littlejohnbikes.com,https://littlejohnbikes.de,,52.515092,13.468626,Dealer,N,Y,N,Y
"Little John Bikes Berlin-Schöneberg","Potsdamer Straße 162",,Berlin,Berlin,DE,10783,"+49 30 23627310",,be7@littlejohnbikes.com,https://littlejohnbikes.de,,52.495806,13.360630,Dealer,N,Y,N,Y
"Little John Bikes Berlin-Prenzlauer Berg","Prenzlauer Allee 177a",,Berlin,Berlin,DE,10409,"+49 30 46796810",,be8@littlejohnbikes.com,https://littlejohnbikes.de,,52.545117,13.427144,Dealer,N,Y,N,Y
"Little John Bikes Berlin-Gesundbrunnen","Grüntalerstraße 2",,Berlin,Berlin,DE,13357,"+49 30 49308080",,be9@littlejohnbikes.com,https://littlejohnbikes.de,,52.550824,13.385267,Dealer,N,Y,N,Y
"Little John Bikes Bitterfeld","Bismarckstraße 45",,Bitterfeld,Sachsen-Anhalt,DE,06749,"+49 3493 9223227",,bf1@littlejohnbikes.com,https://littlejohnbikes.de,,51.620447,12.319821,Dealer,N,Y,N,Y
"ePedalics Bad Nenndorf","Piepmühle 1-11",,"Bad Nenndorf",Niedersachsen,DE,31542,,,bn1@epedalics.de,https://epedalics.de,,52.335700,9.403460,Dealer,N,Y,N,Y
"Little John Bikes Brandenburg Havel","Upstallstraße 15",,"Brandenburg an der Havel",Brandenburg,DE,14772,"+49 3381 7391965",,br1@littlejohnbikes.com,https://littlejohnbikes.de,,52.432187,12.537076,Dealer,N,Y,N,Y
"Little John Bikes Bautzen","Neusalzaer Straße 58",,Bautzen,Sachsen,DE,02625,"+49 3591 530507",,bz1@littlejohnbikes.com,https://littlejohnbikes.de,,51.166791,14.425563,Dealer,N,Y,N,Y
"Little John Bikes Cottbus","Berliner Straße 24",,Cottbus,Brandenburg,DE,03046,"+49 355 715062",,cb1@littlejohnbikes.com,https://littlejohnbikes.de,,51.760741,14.322695,Dealer,N,Y,N,Y
"ePedalics Chemnitz","Annaberger Straße 315",,Chemnitz,Sachsen,DE,09125,"+49 371 3550888",,ch2@epedalics.de,https://epedalics.de,,50.796632,12.921887,Dealer,N,Y,N,Y
"Little John Bikes Dresden-Mickten","Lommatzscher Straße 53",,Dresden,Sachsen,DE,01139,"+49 351 8438568",,dd2@littlejohnbikes.com,https://littlejohnbikes.de,,51.082079,13.703600,Dealer,N,Y,N,Y
"Little John Bikes Dresden-Löbtau","Tharandter Straße 48",,Dresden,Sachsen,DE,01159,"+49 351 4867825",,dd3@littlejohnbikes.com,https://littlejohnbikes.de,,51.036074,13.703991,Dealer,N,Y,N,Y
"Little John Bikes Dresden-Seidnitz","Rennplatzstraße 26",,Dresden,Sachsen,DE,01237,"+49 351 2056342",,dd4@littlejohnbikes.com,https://littlejohnbikes.de,,51.025034,13.797352,Dealer,N,Y,N,Y
"Little John Bikes Dresden -Johannstadt","Pfotenhauer Straße 7",,Dresden,Sachsen,DE,01307,"+49 351 47004212",,dd5@littlejohnbikes.com,https://littlejohnbikes.de,,51.056476,13.765155,Dealer,N,Y,N,Y
"Little John Bikes Dessau-Roßlau","Kavalierstraße 82",,Dessau,Sachsen-Anhalt,DE,06844,"+49 340 2168989",,de1@littlejohnbikes.com,https://littlejohnbikes.de,,51.831100,12.241810,Dealer,N,Y,N,Y
"Little John Bikes Duisburg-Neudorf","Sternbuschweg 95",,Duisburg,Nordrhein-Westfalen,DE,47057,"+49 203 2898488",,du3@littlejohnbikes.com,https://littlejohnbikes.de,,51.427927,6.793139,Dealer,Y,Y,N,Y
"Little John Bikes Duisburg-Buchholz","Sittardsberger Allee 21",,Duisburg,Nordrhein-Westfalen,DE,47249,"+49 203 701293",,du4@littlejohnbikes.com,https://littlejohnbikes.de,,51.377419,6.761402,Dealer,Y,Y,N,Y
"Little John Bikes Eisenach","Bahnhofstraße 8 - 32",,Eisenach,,DE,99817,,,ea1@littlejohnbikes.com,https://littlejohnbikes.de,,50.976375,10.327605,Dealer,N,Y,N,Y
"Little John Bikes Erfurt","Leipziger Straße 56b",,Erfurt,,DE,99085,"+49 361 55069771",,ef1@littlejohnbikes.com,https://littlejohnbikes.de,,50.986063,11.049997,Dealer,N,Y,N,Y
"Little John Bikes Erkrath","Schimmelbuschstraße 19",,Erkrath,Nordrhein-Westfalen,DE,40699,"+49 2104 43919",,et1@littlejohnbikes.com,https://littlejohnbikes.de,,51.216298,6.946711,Dealer,N,Y,N,Y
"Little John Bikes Eberswalde","Schneidemühlenweg 1",,Eberswalde,Brandenburg,DE,16225,"+49 3334 3868226",,ew1@littlejohnbikes.com,https://littlejohnbikes.de,,52.836511,13.805097,Dealer,N,Y,N,Y
"Little John Bikes Erkelenz","August-Horch-Straße 5",,Erkelenz,Nordrhein-Westfalen,DE,41812,"+49 2431 6620",,ez1@littlejohnbikes.com,https://littlejohnbikes.de,,51.076229,6.306741,Dealer,Y,Y,N,Y
"Little John Bikes Frankfurt (Oder)","Berliner Straße 40",,"Frankfurt (Oder)",Brandenburg,DE,15230,"+49 335 40163430",,ff1@littlejohnbikes.com,https://littlejohnbikes.de,,52.351439,14.548412,Dealer,N,Y,N,Y
"Little John Bikes Freiberg","Häuersteig 2",,Freiberg,Brandenburg,DE,09599,"+49 3731 2449086",,fg1@littlejohnbikes.com,https://littlejohnbikes.de,,50.895292,13.328423,Dealer,N,Y,N,Y
"Little John Bikes Falkensee","Spandauer Straße 112",,Falkensee,Sachsen,DE,14612,"+49 3322 4260117",,fs1@littlejohnbikes.com,https://littlejohnbikes.de,,52.561838,13.128903,Dealer,N,Y,N,Y
"Little John Bikes Greifswald","Gützkower Straße 81/82",,Greifswald,Mecklenburg-Vorpommern,DE,17489,"+49 3834 8890777",,gf1@littlejohnbikes.com,https://littlejohnbikes.de,,54.091351,13.380086,Dealer,N,Y,N,Y
"Little John Bikes Görlitz","Am Hopfenfeld 6",,Görlitz,Sachsen,DE,02828,"+49 3581 313166",,gr3@littlejohnbikes.com,https://littlejohnbikes.de,,51.169830,14.968234,Dealer,N,Y,N,Y
"Little John Bikes Gotha","Bertha von Suttner Platz 2-8",,Gotha,Thüringen,DE,99867,"+49 3621 7367601",,gt1@littlejohnbikes.com,https://littlejohnbikes.de,,50.950656,10.698622,Dealer,N,Y,N,Y
"Little John Bikes Güstrow","Speicherstraße 1",,Güstrow,Mecklenburg-Vorpommern,DE,18273,"+49 3843 681193",,gw1@littlejohnbikes.com,https://littlejohnbikes.de,,53.799515,12.171209,Dealer,N,Y,N,Y
"Little John Bikes Halle Mitte","Mansfelder Straße 15",,Halle,Sachsen-Anhalt,DE,06108,,,ha1@littlejohnbikes.com,https://littlejohnbikes.de,,51.481174,11.957822,Dealer,N,Y,N,Y
"ePedalics Bremen","Kirchhuchtinger Landstraße 36",,Bremen,Bremen,DE,28259,"+49 421 5799293",,hb1@epedalics.de,https://epedalics.de,,53.050283,8.740196,Dealer,N,Y,N,Y
"Little John Bikes Hilden","Am Kronengarten 21",,Hilden,Nordrhein-Westfalen,DE,40721,"+49 2103 286660",,hi1@littlejohnbikes.com,https://littlejohnbikes.de,,51.168498,6.939083,Dealer,Y,Y,N,Y
"Little John Bikes Hof","Wunsiedler Straße 16",,Hof,Bayern,DE,95032,"+49 9281 1441909",,ho1@littlejohnbikes.com,https://littlejohnbikes.de,,50.303136,11.922912,Dealer,N,Y,N,Y
"Little John Bikes Hoyerswerda","Senftenberger Straße 1",,Hoyerswerda,Sachsen,DE,02977,"+49 3571 600719",,hy1@littlejohnbikes.com,https://littlejohnbikes.de,,51.438832,14.243108,Dealer,N,Y,N,Y
"Little John Bikes Leipzig-Rückmarsdorf","Großer Marktweg 2",,Leipzig,Sachsen,DE,04178,"+49 341 4417641",,le1@littlejohnbikes.com,https://littlejohnbikes.de,,51.345610,12.263257,Dealer,N,Y,N,Y
"Little John Bikes Leipzig-Zentrum","Martin-Luther-Ring 3-5",,Leipzig,Sachsen,DE,04109,"+49 341 4625919",,le5@littlejohnbikes.com,https://littlejohnbikes.de,,51.335008,12.371596,Dealer,N,Y,N,Y
"Little John Bikes Magdeburg-Neustadt","Lübecker Straße 92",,Magdeburg,Sachsen-Anhalt,DE,39124,"+49 391 2581627",,md1@littlejohnbikes.com,https://littlejohnbikes.de,,52.161623,11.636110,Dealer,N,Y,N,Y
"Little John Bikes Magdeburg-Altstadt","Alter Markt 13/14",,Magdeburg,Sachsen-Anhalt,DE,39104,"+49 391 5556203",,md2@littlejohnbikes.com,https://littlejohnbikes.de,,52.131709,11.637289,Dealer,N,Y,N,Y
"Little John Bikes Magdeburg-Hermsdorf","Am Elbepark 1",,Hermsdorf,Thüringen,DE,39326,"+49 39206 689540",,md3@littlejohnbikes.com,https://littlejohnbikes.de,,52.178295,11.481949,Dealer,N,Y,N,Y
"Little John Bikes Mühlhausen","Wendewehrstraße 130",,Mühlhausen,Thüringen,DE,99974,"+49 3601 4086680",,mh1@littlejohnbikes.com,https://littlejohnbikes.de,,51.216046,10.464866,Dealer,N,Y,N,Y
"Little John Bikes Neubrandenburg","Juri-Gagarin-Ring 1",,Neubrandenburg,Mecklenburg-Vorpommern,DE,17036,"+49 395 45503043",,nb1@littlejohnbikes.com,https://littlejohnbikes.de,,53.553977,13.293872,Dealer,N,Y,N,Y
"Little John Bikes Nordhausen","Alte Leipziger Straße 57",,Nordhausen,Thüringen,DE,99734,,,nh1@littlejohnbikes.com,https://littlejohnbikes.de,,51.489427,10.832426,Dealer,N,Y,N,Y
"Little John Bikes Niederkrüchten","Gewerbering 24",,Niederkrüchten,Nordrhein-Westfalen,DE,41372,"+49 2163 8896271",,ni1@littlejohnbikes.com,https://littlejohnbikes.de,,51.210572,6.180380,Dealer,Y,Y,N,Y
"Little John Bikes Neukirch/Lausitz","Oststraße 29",,Neukirch,Sachsen,DE,01904,"+49 35951 34333",,nk2@littlejohnbikes.com,https://littlejohnbikes.de,,51.097348,14.335444,Dealer,N,Y,N,Y
"Little John Bikes Oranienburg","Lehnitzstraße 87-89",,Oranienburg,Brandenburg,DE,16515,"+49 3301 5771854",,or1@littlejohnbikes.com,https://littlejohnbikes.de,,52.744506,13.254760,Dealer,N,Y,N,Y
"Little John Bikes Plauen","Pausaer Straße 281a",,Plauen,Sachsen,DE,08525,"+49 3741 1494676",,pl1@littlejohnbikes.com,https://littlejohnbikes.de,,50.524787,12.110318,Dealer,N,Y,N,Y
"ePedalics Ratingen","Homberger Str. 19",,Ratingen,Nordrhein-Westfalen,DE,40882,"+49 2102 843279",,ra1@epedalics.de,https://epedalics.de,,51.296135,6.866396,Dealer,Y,Y,N,Y
"Little John Bikes Rostock-Schmarl","Handwerkstraße 1",,Rostock,Mecklenburg-Vorpommern,DE,18069,"+49 381 12830975",,ro2@littlejohnbikes.com,https://littlejohnbikes.de,,54.123954,12.074562,Dealer,N,Y,N,Y
"Little John Bikes Stendal","Gneisenaustraße 2",,Stendal,Sachsen-Anhalt,DE,39576,"+49 3931 4186809",,sd1@littlejohnbikes.com,https://littlejohnbikes.de,,52.610314,11.842149,Dealer,N,Y,N,Y
"Little John Bikes Schwerin","Am Margaretenhof 26",,Schwerin,Mecklenburg-Vorpommern,DE,19057,"+49 385 4866165",,sn1@littlejohnbikes.com,https://littlejohnbikes.de,,53.659943,11.361394,Dealer,N,Y,N,Y
"Little John Bikes Spremberg","Friedrichstraße 39",,Spremberg,Brandenburg,DE,03130,"+49 3563 348486",,sp1@littlejohnbikes.com,https://littlejohnbikes.de,,51.568968,14.376058,Dealer,N,Y,N,Y
"Little John Bikes Stralsund","Grünhufer Bogen 15",,Stralsund,Mecklenburg-Vorpommern,DE,18437,"+49 3831 3079622",,st1@littlejohnbikes.com,https://littlejohnbikes.de,,54.305668,13.041992,Dealer,N,Y,N,Y
"Little John Bikes Wittenberg","Elbstraße 3A",,Wittenberg,Sachsen-Anhalt,DE,06886,"+49 3491 8774333",,wb1@littlejohnbikes.com,https://littlejohnbikes.de,,51.864416,12.642837,Dealer,N,Y,N,Y
"ePedalics Weimar","Nordstraße 1a",,Weimar,Thüringen,DE,99427,"+49 3643 779900",,we1@epedalics.de,https://epedalics.de,,50.999305,11.332225,Dealer,N,Y,N,Y
"Little John Bikes Weißenfels","Max-Planck-Straße 1",,Weißenfels,Sachsen-Anhalt,DE,06667,"+49 3443 3387880",,wf1@littlejohnbikes.com,https://littlejohnbikes.de,,51.188350,11.981250,Dealer,N,Y,N,Y
"Little John Bikes Wismar","Am Kleinen Stadtfeld 5",,Wismar,Mecklenburg-Vorpommern,DE,23970,"+49 3841 7589202",,wi1@littlejohnbikes.com,https://littlejohnbikes.de,,53.873802,11.447807,Dealer,N,Y,N,Y
"Sormitz-Tandem Lutz Wohlfarth","Lehestener Straße 10",,Wurbach,Thüringen,DE,07343,"+49 1522 368 378 0",,vertrieb@sormitz-tandem.de,http://www.sormitz-tandem.de,"Ab April 2025
Montag: geschlossen
Dienstag: 9:00 - 14:00 & 16:00 - 19:00 Uhr
Mittwoch: 9:00 - 14:00 & 16:00 - 18:00 Uhr
Donnerstag: 9:00 - 14:00 Uhr
Freitag: 16:00 - 18:00 Uhr
Samstag: 9:30 - 11:30 Uhr",50.462990,11.536247,Dealer,N,N,N,Y
"Zweirad Kopsch","Roßmarktsche Straße 8",,Borna,Sachsen,DE,04552,"+49 3433203659",,zweirad.kopsch@web.de,,"Montag - Freitag: 9:00 - 12:30 & 14:00 - 18:00 Uhr
Samstag: 9:00 - 11:30 Uhr",51.124500,12.498350,Dealer,N,Y,N,Y
"Jeti X Bikes ","Alte Neustädtleiner Straße 1",,Dinkelsbühl,Bayern,DE,91550,"+49 9851 3119",,info@jeti-x.de,http://www.jeti-x.de,"Montag - Freitag: 9:00 - 12:00 & 13:30 - 18:00 Uhr
Samstag: 9:00 - 13:00 Uhr",49.076522,10.316648,Dealer,N,Y,N,Y
"Radhaus Radebeul","Neißner Straße 66",,Radebeul,Sachsen,DE,01445,"+49 351 8336365",,info@radhaus-radebeul.com,http://www.radhaus-radebeul.com,"Montag - Freitag: 10:00 - 19:00 Uhr",51.111544,13.643318,Dealer,N,Y,N,N
Bikezeit,"Pommernstraße 4",,Neutraubling,Bayern,DE,93073,"+49 9401913870",,info@bikezeit.de,http://www.bikezeit.de,"Montag - Freitag: 10:00 - 18:00 Uhr
Samstag: 10:00 - 16:00 Uhr",48.983192,12.191577,Dealer,N,Y,N,Y
"Zweirad Kirch","Plöck 81",,Heidelberg,Baden-Wuerttemberg,DE,69117,"+49 6221 24046",,zweiradkirch@t-online.de,http://www.zweirad-kirch.de,"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 10:00 - 13:00 Uhr

Im Winter montags geschlossen.",49.409472,8.701879,Dealer,N,Y,N,N
"e-motion e-Bike Welt Freiburg-Süd","Tulpenbaumallee 8",,"Bad Krozingen",Baden-Wuerttemberg,DE,79189,"+49 7633 988 50 80",,freiburg@emotion-ebikes.de,http://www.emotion-technologies.de/freiburg,"Montag: geschlossen
Dienstag - Freitag: 10:00 - 18:00 Uhr
Samstag: 10:00 - 15:00 Uhr",47.918963,7.712302,Dealer,N,Y,N,Y
"Bayer Bikes GmbH","Fleischmannstraße 15 + 19",,Esslingen,Baden-Wuerttemberg,DE,73728,"+49 711 34038901",,info@bayerbikes.de,http://www.bayerbikes.de,"Montag: geschlossen
Dienstag - Freitag: 10:00 - 12:30 & 13:15 - 18:00 Uhr
Samstag: 10:00 - 13:00 Uhr",48.740289,9.298254,Dealer,N,Y,N,N
"Motorrad Ruser","Kamperrege 80",,Haseldorf,Schleswig-Holstein,DE,25489,"+49 4129 443",,info@motorrad-ruser.de,http://www.motorrad-ruser.de,"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 10:00 - 13:00 Uhr",53.648134,9.611516,Dealer,Y,Y,N,N
"Rios Rad","Klosterstraße 25",,Rees-Haldern,Nordrhein-Westfalen,DE,46459,"+49 2850 212",,info@rios-rad.de,https://rios-rad.de/,"Montag: geschlossen
Dienstag - Freitag: 9:30 - 18:30 Uhr
Samstag: 9:30 - 14:00 Uhr",51.774275,6.462210,Dealer,Y,Y,N,Y
"Business auf Rädern GmbH","Dorfstraße 26",,Hoppegarten,Brandenburg,DE,15366,"+49 3342 2501 482",,info@business-auf-raedern.de,http://www.business-auf-raedern.de,"Montag - Freitag: 9:00 - 16:00 Uhr",52.548931,13.635630,"Service Center",N,N,N,Y
"eBike Maass/vit:Bikes","Altdorfer Straße 2",,"Lauf an der Pegnitz",Bayern,DE,91207,"+49 9123 9999960",,info@ebike-maass.de,http://www.ebike-maass.de,"Montag: geschlossen
Dienstag - Freitag: 10:00 - 18:00 Uhr
Samstag: nach Vereinbarung",49.509241,11.281166,Dealer,N,Y,N,Y
VeloMax,"235 Rue de l'Artisanat",,"Six Fours Les Plages","Provence-Alpes-Cote d'Azur",FR,83140,"+33 4 94 92 26 35 ",,velo-max@orange.fr,https://www.facebook.com/veloma,"Monday: 14:00 - 18:30
Tuesday - Saturday: 9:30 - 12:00 & 14:00 - 18:30",43.113540,5.847377,Dealer,N,Y,N,Y
